GameID,Date,HomeTeam,HomeScore,AwayTeam,AwayScore,HomeMA,AwayMA
442,1/12,Avon,61,Westport,53,True,True
443,12/29,Athol,33,Narragansett Regional,63,True,True
444,1/14,Avon,52,Tri-County RVT,43,True,True
445,1/5,Athol,35,Smith Academy,33,True,True
446,1/16,Avon,63,Holbrook,77,True,True
447,1/8,Athol,31,Mahar Regional,28,True,True
448,1/13,Athol,42,Pioneer Valley Christian,35,True,True
449,1/21,Avon,82,St. Mary,41,True,True
450,1/16,Athol,45,Hopkins Academy,30,True,True
451,1/23,Avon,90,Foxborough Charter,47,True,True
452,1/20,Athol,27,Frontier Regional,74,True,True
453,1/30,Avon,48,Upper Cape Cod RVT,58,True,True
454,1/22,Athol,61,Franklin County Tech,23,True,True
455,2/4,Avon,55,Holbrook,63,True,True
456,1/23,Athol,46,Pioneer Valley Regional,42,True,True
457,2/5,Avon,62,Westport,74,True,True
458,1/27,Athol,64,Turners Falls,56,True,True
459,2/9,Avon,43,Calvary Chapel Academy,38,True,True
460,1/30,Athol,41,Smith Academy,24,True,True
461,2/11,Avon,77,South Shore VT,48,True,True
462,1/31,Athol,48,Greenfield,64,True,True
463,12/12,Ayer Shirley,57,Montachusett RVT,52,True,True
464,2/3,Athol,44,Mahar Regional,42,True,True
465,12/14,Ayer Shirley,52,Lunenburg,65,True,True
466,2/4,Athol,29,Granby,55,True,True
467,12/17,Ayer Shirley,51,West Boylston,34,True,True
468,12/23,Ayer Shirley,46,Tahanto Regional,57,True,True
469,1/8,Baystate Academy,82,St. Mary,30,True,True
470,12/30,Ayer Shirley,48,Littleton,52,True,True
471,1/12,Baystate Academy,62,Southwick Regional,57,True,True
472,1/5,Ayer Shirley,58,Bromfield School,65,True,True
473,1/16,Baystate Academy,55,Gateway Regional,30,True,True
474,1/8,Ayer Shirley,44,Gardner,60,True,True
475,1/20,Baystate Academy,51,Monson,35,True,True
476,1/12,Ayer Shirley,50,Narragansett Regional,53,True,True
477,1/23,Baystate Academy,56,Pioneer Valley Christian,47,True,True
478,1/14,Ayer Shirley,54,Sizer School,46,True,True
479,1/28,Baystate Academy,70,Gateway Regional,40,True,True
480,1/16,Ayer Shirley,71,Murdock,33,True,True
481,1/29,Baystate Academy,63,Mohawk Trail Regional,35,True,True
482,1/20,Ayer Shirley,64,West Boylston,47,True,True
483,1/30,Baystate Academy,50,Renaissance School,67,True,True
484,1/22,Ayer Shirley,50,Notre Dame Cristo Rey,23,True,True
485,2/2,Baystate Academy,48,Southbridge,54,True,True
486,1/28,Ayer Shirley,56,Tahanto Regional,62,True,True
487,2/3,Baystate Academy,54,Pathfinder RVT,52,True,True
488,1/30,Ayer Shirley,60,Bromfield School,50,True,True
489,2/6,Baystate Academy,78,St. Mary,29,True,True
490,2/2,Ayer Shirley,30,Gardner,50,True,True
491,2/9,Baystate Academy,63,Franklin County Tech,47,True,True
492,2/4,Ayer Shirley,76,Murdock,61,True,True
493,2/11,Baystate Academy,59,Hoosac Valley,65,True,True
494,2/6,Ayer Shirley,28,Narragansett Regional,61,True,True
495,2/12,Baystate Academy,62,Monson,44,True,True
496,2/12,Ayer Shirley,50,Quabbin Regional,45,True,True
497,12/16,Bedford,64,Weston,78,True,True
498,2/14,Ayer Shirley,44,Bethany Christian,52,True,True
499,12/17,Bedford,69,Greater Lowell Tech,47,True,True
500,12/19,Bedford,56,Concord Carlisle,69,True,True
501,12/12,Barnstable,57,New Mission,52,True,True
502,12/27,Bedford,51,Burlington,85,True,True
503,12/16,Barnstable,54,New Bedford,72,True,True
504,12/28,Bedford,35,Chelmsford,56,True,True
505,12/20,Barnstable,72,East Boston,36,True,True
506,1/6,Bedford,55,Newton South,69,True,True
507,12/30,Barnstable,48,Foxborough,45,True,True
508,1/9,Bedford,52,Lincoln-Sudbury,76,True,True
509,1/2,Barnstable,65,Nauset Regional,64,True,True
510,1/11,Bedford,46,Tewksbury Memorial,79,True,True
511,1/3,Barnstable,51,Plymouth North,48,True,True
512,1/16,Bedford,71,Wayland,65,True,True
513,1/9,Barnstable,63,Dartmouth,47,True,True
514,1/21,Bedford,60,Newton South,63,True,True
515,1/10,Barnstable,70,Putnam VT,62,True,True
516,1/23,Bedford,49,Waltham,37,True,True
517,1/13,Barnstable,43,Falmouth,52,True,True
518,1/27,Bedford,63,Weston,66,True,True
519,1/16,Barnstable,41,Bridgewater Raynham,76,True,True
520,1/30,Bedford,52,Westford Academy,60,True,True
521,1/21,Barnstable,78,Nauset Regional,44,True,True
522,2/1,Bedford,44,Chelmsford,49,True,True
523,1/29,Barnstable,68,Plymouth North,40,True,True
524,2/5,Bedford,78,Gloucester,42,True,True
525,1/30,Barnstable,60,New Bedford,87,True,True
526,2/3,Barnstable,68,Dartmouth,30,True,True
527,2/10,Bedford,58,Cambridge Rindge & Latin,56,True,True
528,2/6,Barnstable,59,Falmouth,37,True,True
529,2/12,Bedford,63,Boston Latin,60,True,True
530,2/10,Barnstable,49,Bridgewater Raynham,72,True,True
531,2/15,Bedford,50,Marblehead,62,True,True
532,2/13,Barnstable,65,Weymouth,47,True,True
533,2/16,Bedford,38,Cathedral,46,True,True
534,2/14,Barnstable,56,Hillhouse,65,True,False
535,12/11,Belchertown,72,Easthampton,54,True,True
536,2/17,Barnstable,49,Whitman Hanson Regional,52,True,True
537,12/15,Belchertown,62,East Longmeadow,67,True,True
538,2/18,Barnstable,62,Norwell,44,True,True
539,12/17,Belchertown,60,Westfield,58,True,True
540,12/12,Bartlett,52,Whitinsville Christian,64,True,True
541,12/22,Belchertown,70,South Hadley,71,True,True
542,12/17,Bartlett,58,Narragansett Regional,70,True,True
543,12/29,Belchertown,55,Ware,44,True,True
544,12/22,Bartlett,59,St. Bernard's,38,True,True
545,12/30,Belchertown,72,Taconic,76,True,True
546,12/27,Bartlett,47,Leicester,57,True,True
547,1/7,Belchertown,60,Ludlow,49,True,True
548,1/2,Bartlett,64,Prouty,74,True,True
549,1/8,Belchertown,67,West Springfield,40,True,True
550,1/7,Bartlett,68,Blackstone-Millville,56,True,True
551,1/12,Belchertown,59,Pittsfield,81,True,True
552,1/9,Bartlett,37,Sutton,67,True,True
553,1/13,Belchertown,45,Chicopee,58,True,True
554,1/12,Bartlett,68,Southbridge,58,True,True
555,1/16,Belchertown,51,East Longmeadow,66,True,True
556,1/14,Bartlett,73,Oxford,62,True,True
557,1/21,Belchertown,58,Westfield,53,True,True
558,1/19,Bartlett,52,Quaboag Regional,64,True,True
559,1/23,Belchertown,74,Commerce,54,True,True
560,1/21,Bartlett,65,Blackstone Valley RVT,45,True,True
561,1/30,Belchertown,56,West Springfield,59,True,True
562,1/23,Bartlett,66,Blackstone-Millville,78,True,True
563,2/3,Belchertown,41,South Hadley,57,True,True
564,1/28,Bartlett,62,Sutton,63,True,True
565,2/6,Belchertown,73,Hampshire Regional,54,True,True
566,1/30,Bartlett,62,Oxford,52,True,True
567,2/7,Belchertown,84,Chicopee,72,True,True
568,2/2,Bartlett,69,Douglas,45,True,True
569,2/9,Belchertown,65,Monument Mountain,60,True,True
570,2/4,Bartlett,50,Gardner,66,True,True
571,2/11,Belchertown,41,HS of Science & Technology,78,True,True
572,2/6,Bartlett,60,Blackstone Valley RVT,53,True,True
573,2/17,Belchertown,46,Frontier Regional,68,True,True
574,2/9,Bartlett,41,Uxbridge,51,True,True
575,12/16,Bellingham,54,Millis,61,True,True
576,12/18,Bellingham,40,Medway,37,True,True
577,12/13,Bay Path RVT,52,Bromfield School,39,True,True
578,12/22,Bellingham,45,Dedham,58,True,True
579,12/16,Bay Path RVT,20,Tantasqua Regional,57,True,True
580,12/27,Bellingham,54,Wayland,52,True,True
581,12/19,Bay Path RVT,57,Worcester Tech,66,True,True
582,12/29,Bellingham,57,Hopedale,60,True,True
583,12/22,Bay Path RVT,46,Blackstone Valley RVT,64,True,True
584,1/2,Bellingham,41,Nipmuc Regional,46,True,True
585,1/5,Bellingham,67,Hopkinton,78,True,True
586,1/2,Bay Path RVT,35,Fitchburg,64,True,True
587,1/7,Bellingham,42,Holliston,53,True,True
588,1/5,Bay Path RVT,33,Uxbridge,52,True,True
589,1/9,Bellingham,75,Medfield,80,True,True
590,1/12,Bay Path RVT,65,Marlborough,74,True,True
591,1/13,Bellingham,65,Dover-Sherborn,64,True,True
592,1/14,Bay Path RVT,38,Saint Paul Diocesan,65,True,True
593,1/15,Bellingham,52,Norton,57,True,True
594,1/21,Bay Path RVT,43,Montachusett RVT,40,True,True
595,1/20,Bellingham,58,Westwood,76,True,True
596,1/28,Bay Path RVT,45,Uxbridge,64,True,True
597,1/30,Bay Path RVT,47,Saint Paul Diocesan,46,True,True
598,1/27,Bellingham,43,Norwood,61,True,True
599,2/2,Bay Path RVT,43,Nipmuc Regional,58,True,True
600,1/30,Bellingham,54,Millis,49,True,True
601,2/4,Bay Path RVT,46,Northbridge,52,True,True
602,2/3,Bellingham,39,Medway,59,True,True
603,2/6,Bay Path RVT,56,Montachusett RVT,42,True,True
604,2/6,Bellingham,46,Medfield,74,True,True
605,2/10,Bellingham,55,Dover-Sherborn,72,True,True
606,2/11,Bay Path RVT,64,Quaboag Regional,69,True,True
607,2/13,Bellingham,51,Norton,54,True,True
608,2/13,Bay Path RVT,36,Worcester Tech,69,True,True
609,2/17,Bellingham,61,Blackstone Valley RVT,39,True,True
610,2/18,Bay Path RVT,64,Tri-County RVT,56,True,True
611,12/12,Belmont,76,Watertown,59,True,True
612,12/16,Baystate Academy,82,Libertas Academy Charter,102,True,True
613,12/16,Belmont,65,Wakefield Memorial,54,True,True
614,12/17,Baystate Academy,70,Smith VT,74,True,True
615,12/18,Baystate Academy,60,Pioneer Valley Christian,47,True,True
616,12/22,Belmont,73,Woburn Memorial,56,True,True
617,12/22,Baystate Academy,54,Renaissance School,64,True,True
618,12/28,Belmont,69,Weymouth,51,True,True
619,12/30,Baystate Academy,36,Westfield,55,True,True
620,12/30,Belmont,48,Braintree,65,True,True
621,1/5,Baystate Academy,57,Pathfinder RVT,49,True,True
622,1/6,Belmont,59,Burlington,78,True,True
623,1/9,Belmont,65,Lexington,74,True,True
624,1/30,Bishop Feehan,62,Cathedral,53,True,True
625,1/13,Belmont,56,Wilmington,52,True,True
626,2/3,Bishop Feehan,70,Wareham,88,True,True
627,1/16,Belmont,60,Winchester,62,True,True
628,2/6,Bishop Feehan,89,Cardinal Spellman,51,True,True
629,1/20,Belmont,68,Stoneham,67,True,True
630,2/8,Bishop Feehan,52,Mansfield,74,True,True
631,1/23,Belmont,58,Reading Memorial,35,True,True
632,2/11,Bishop Feehan,61,Xaverian Brothers,70,True,True
633,2/16,Bishop Feehan,87,Stoughton,56,True,True
634,2/3,Belmont,50,Woburn Memorial,58,True,True
635,2/6,Belmont,62,Lexington,61,True,True
636,12/12,Bishop Fenwick,61,Salem Academy Charter,64,True,True
637,2/8,Belmont,63,Melrose,59,True,True
638,12/13,Bishop Fenwick,63,Danvers,51,True,True
639,2/10,Belmont,53,Winchester,63,True,True
640,2/12,Belmont,66,Reading Memorial,35,True,True
641,12/21,Bishop Fenwick,36,Marblehead,57,True,True
642,2/15,Belmont,68,Lowell Catholic,51,True,True
643,12/27,Bishop Fenwick,61,Lynnfield,76,True,True
644,2/17,Belmont,57,Lincoln-Sudbury,53,True,True
645,1/2,Bishop Fenwick,50,Bishop Stang,77,True,True
646,1/18,Bergen Catholic,80,Central Catholic,76,False,True
647,1/6,Bishop Fenwick,46,KIPP Academy Lynn Collegiate,66,True,True
648,1/18,Berne Knox Westerlo,52,Monument Mountain,59,False,True
649,1/7,Bishop Fenwick,37,St. Mary's,75,True,True
650,12/19,Bethany Christian,57,Trivium School,26,True,True
651,1/5,Bethany Christian,58,Trivium School,25,True,True
652,1/16,Bishop Fenwick,34,Bishop Feehan,79,True,True
653,1/9,Bethany Christian,83,North Brookfield,46,True,True
654,1/18,Bishop Fenwick,62,Peabody Veterans,50,True,True
655,1/12,Bethany Christian,52,South Lancaster Academy,40,True,True
656,1/23,Bishop Fenwick,60,Cardinal Spellman,74,True,True
657,1/16,Bethany Christian,70,Sizer School,39,True,True
658,1/30,Bishop Fenwick,60,St. Mary's,90,True,True
659,1/30,Bethany Christian,82,North Brookfield,48,True,True
660,2/1,Bishop Fenwick,47,Peabody Veterans,58,True,True
661,2/2,Bethany Christian,58,Sizer School,42,True,True
662,2/3,Bishop Fenwick,67,Lynnfield,83,True,True
663,2/9,Bethany Christian,87,North Brookfield,66,True,True
664,2/6,Bishop Fenwick,68,Cathedral,79,True,True
665,2/11,Bethany Christian,61,Sizer School,48,True,True
666,2/9,Bishop Fenwick,40,Marblehead,70,True,True
667,2/11,Bishop Fenwick,60,KIPP Academy Lynn Collegiate,71,True,True
668,2/16,Bethany Christian,67,Minuteman Regional,41,True,True
669,2/13,Bishop Fenwick,48,Salem,64,True,True
670,2/19,Bethany Christian,79,South Lancaster Academy,35,True,True
671,2/17,Bishop Fenwick,63,Danvers,64,True,True
672,12/12,Beverly,81,Peabody Veterans,39,True,True
673,12/27,Bishop Guertin,65,Malden Catholic,73,False,True
674,12/16,Beverly,61,Marblehead,42,True,True
675,12/28,Bishop Guertin,65,Cathedral,56,False,True
676,12/27,Beverly,77,St. John's Prep,40,True,True
677,1/10,Bishop Hendricken,61,Bridgewater Raynham,65,False,True
678,2/1,Bishop Hendricken,68,Wareham,79,False,True
679,12/30,Beverly,62,Central Catholic,76,True,True
680,12/12,Bishop Stang,78,Dennis Yarmouth Regional,50,True,True
681,1/5,Beverly,80,Danvers,36,True,True
682,12/17,Bishop Stang,85,Cardinal Spellman,63,True,True
683,1/9,Beverly,59,Salem,67,True,True
684,12/23,Bishop Stang,69,Old Rochester Regional,74,True,True
685,1/13,Beverly,77,Gloucester,49,True,True
686,12/27,Bishop Stang,78,Greater New Bedford,82,True,True
687,1/16,Beverly,51,Masconomet Regional,69,True,True
688,12/31,Bishop Stang,75,Dartmouth,67,True,True
